,MAE
1544,0.25275904
1545,0.25275904
1546,0.25275904
1547,0.25275904
1548,0.25275904
1549,0.25275904
1550,0.25275904
1551,0.25275904
1552,0.25275904
1553,0.25275904
1554,0.25275904
1555,0.25275904
1556,0.25275904
1557,0.25275904
1558,0.25275904
1559,0.25275904
1560,0.25275904
1561,0.25275904
1562,0.25275904
1563,0.25275904
1564,0.25275904
1565,0.25275904
1566,0.25275904
1567,0.25275904
1568,0.25275904
1569,0.25275904
1570,0.25275904
1571,0.25275904
1572,0.25275904
1573,0.25275904
1574,0.25275904
1575,0.25275904
1576,0.25275904
1577,0.25275904
1578,0.25275904
1579,0.25275904
1580,0.25275904
1581,0.25275904
1582,0.25275904
1583,0.25275904
1584,0.25275904
1585,0.25275904
1586,0.25275904
1587,0.25275904
1588,0.25275904
1589,0.25275904
1590,0.25275904
1591,0.25275904
1592,0.25275904
1593,0.25275904
1594,0.25275904
1595,0.25275904
1596,0.25275904
1597,0.25275904
1598,0.25275904
1599,0.25275904
1600,0.25275904
1601,0.25275904
1602,0.25275904
1603,0.25275904
1604,0.25275904
1605,0.25275904
1606,0.25275904
1607,0.25275904
1608,0.25275904
1609,0.25275904
1610,0.25275904
1611,0.25275904
1612,0.25275904
1613,0.25275904
1614,0.25275904
1615,0.25275904
1616,0.25275904
1617,0.25275904
1618,0.25275904
1619,0.25275904
1620,0.25275904
1621,0.25275904
1622,0.25275904
1623,0.25275904
1624,0.25275904
1625,0.25275904
1626,0.25275904
1627,0.25275904
1628,0.25275904
1629,0.25275904
1630,0.25275904
1631,0.25275904
1632,0.25275904
1633,0.25275904
1634,0.25275904
1635,0.25275904
1636,0.25275904
1637,0.25275904
1638,0.25275904
1639,0.25275904
1640,0.25275904
1641,0.25275904
1642,0.25275904
1643,0.25275904
1644,0.25275904
1645,0.25275904
1646,0.25275904
1647,0.25275904
1648,0.25275904
1649,0.25275904
1650,0.25275904
1651,0.25275904
1652,0.25275904
1653,0.25275904
1654,0.25275904
1655,0.25275904
1656,0.25275904
1657,0.25275904
1658,0.25275904
